Source Name	Material Type	Term Source REF	Characteristics[OrganismPart]	Term Source REF	Characteristics[Organism]	Characteristics[DiseaseState]	Term Source REF	Characteristics[ClinicalInformation]	Characteristics[BioSourceProvider]	Description	Protocol REF	Sample Name	Material Type	Term Source REF	Protocol REF	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[DISEASESTATE]	Term Source REF	Factor Value[CELLLINE]	Factor Value[CLINICALINFORMATION]	Factor Value[BIOSOURCEPROVIDER]	Factor Value[ORGANISMPART]	Term Source REF
A204 - Replicate 2	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: HTB-82	P-MTAB-1063	A204 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A204-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 26.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 26	A-AFFY-44	P-MTAB-1068	A204_SS331350_HG-U133_Plus_2_HCHP-173248_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A204_SS331350_HG-U133_Plus_2_HCHP-173248_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Rhabdomyosarcoma	NCI Thesaurus	A204	ICDO: 49	ATCC	Muscle	NCI Thesaurus
A204 - Replicate 1	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: HTB-82	P-MTAB-1063	A204 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A204-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 27.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 27	A-AFFY-44	P-MTAB-1068	A204_SS331351_HG-U133_Plus_2_HCHP-173249_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A204_SS331351_HG-U133_Plus_2_HCHP-173249_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Rhabdomyosarcoma	NCI Thesaurus	A204	ICDO: 49	ATCC	Muscle	NCI Thesaurus
A375 - Replicate 3	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-1619	P-MTAB-1063	A375 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A375-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 28.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 28	A-AFFY-44	P-MTAB-1068	A375_SS286989_HG-U133_Plus_2_HCHP-174002_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A375_SS286989_HG-U133_Plus_2_HCHP-174002_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A375	ICDO: 44	ATCC	Skin	NCI Thesaurus
A375 - Replicate 2	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-1619	P-MTAB-1063	A375 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A375-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 29.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 29	A-AFFY-44	P-MTAB-1068	A375_SS286990_HG-U133_Plus_2_HCHP-174003_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A375_SS286990_HG-U133_Plus_2_HCHP-174003_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A375	ICDO: 44	ATCC	Skin	NCI Thesaurus
A375 - Replicate 1	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-1619	P-MTAB-1063	A375 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A375-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 30.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 30	A-AFFY-44	P-MTAB-1068	A375_SS286991_HG-U133_Plus_2_HCHP-174004_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A375_SS286991_HG-U133_Plus_2_HCHP-174004_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A375	ICDO: 44	ATCC	Skin	NCI Thesaurus
A427 - Replicate 3	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: HTB-53	P-MTAB-1063	A427 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A427-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 31.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 31	A-AFFY-44	P-MTAB-1068	A427_SS125576_HG-U133_Plus_2_HCHP-97582_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A427_SS125576_HG-U133_Plus_2_HCHP-97582_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A427	ICDO: 34	ATCC	Lung	NCI Thesaurus
A427 - Replicate 2	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: HTB-53	P-MTAB-1063	A427 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A427-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 32.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 32	A-AFFY-44	P-MTAB-1068	A427_SS125577_HG-U133_Plus_2_HCHP-97583_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A427_SS125577_HG-U133_Plus_2_HCHP-97583_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A427	ICDO: 34	ATCC	Lung	NCI Thesaurus
A427 - Replicate 1	Cell	The MGED Ontology	Lung	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 34	ATCC	CatalogNumber: HTB-53	P-MTAB-1063	A427 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A427-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 33.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 33	A-AFFY-44	P-MTAB-1068	A427_SS125578_HG-U133_Plus_2_HCHP-97584_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A427_SS125578_HG-U133_Plus_2_HCHP-97584_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A427	ICDO: 34	ATCC	Lung	NCI Thesaurus
A498 - Replicate 3	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: HTB-44	P-MTAB-1063	A498 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A498-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 34.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 34	A-AFFY-44	P-MTAB-1068	A-498_SS174288_HG-U133_Plus_2_HCHP-127700_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-498_SS174288_HG-U133_Plus_2_HCHP-127700_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A498	ICDO: 64	ATCC	Kidney	NCI Thesaurus
A498 - Replicate 2	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: HTB-44	P-MTAB-1063	A498 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A498-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 35.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 35	A-AFFY-44	P-MTAB-1068	A-498_SS174289_HG-U133_Plus_2_HCHP-135595_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-498_SS174289_HG-U133_Plus_2_HCHP-135595_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A498	ICDO: 64	ATCC	Kidney	NCI Thesaurus
A498 - Replicate 1	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: HTB-44	P-MTAB-1063	A498 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A498-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 36.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 36	A-AFFY-44	P-MTAB-1068	A-498_SS174290_HG-U133_Plus_2_HCHP-127702_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-498_SS174290_HG-U133_Plus_2_HCHP-127702_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	A498	ICDO: 64	ATCC	Kidney	NCI Thesaurus
A673 - Replicate 3	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-1598	P-MTAB-1063	A673 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A673-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 37.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 37	A-AFFY-44	P-MTAB-1068	A-673_SS271873_HG-U133_Plus_2_HCHP-167936_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-673_SS271873_HG-U133_Plus_2_HCHP-167936_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Rhabdomyosarcoma	NCI Thesaurus	A673	ICDO: 49	ATCC	Muscle	NCI Thesaurus
A673 - Replicate 2	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-1598	P-MTAB-1063	A673 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A673-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 38.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 38	A-AFFY-44	P-MTAB-1068	A-673_SS271874_HG-U133_Plus_2_HCHP-167937_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-673_SS271874_HG-U133_Plus_2_HCHP-167937_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Rhabdomyosarcoma	NCI Thesaurus	A673	ICDO: 49	ATCC	Muscle	NCI Thesaurus
A673 - Replicate 1	Cell	The MGED Ontology	Muscle	NCI Thesaurus	Homo sapiens	Rhabdomyosarcoma	NCI Thesaurus	ICDO: 49	ATCC	CatalogNumber: CRL-1598	P-MTAB-1063	A673 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A673-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 39.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 39	A-AFFY-44	P-MTAB-1068	A-673_SS271875_HG-U133_Plus_2_HCHP-167938_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.1.zip	P-MTAB-1069	A-673_SS271875_HG-U133_Plus_2_HCHP-167938_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Rhabdomyosarcoma	NCI Thesaurus	A673	ICDO: 49	ATCC	Muscle	NCI Thesaurus
A7 - Replicate 3	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-2500	P-MTAB-1063	A7 - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A7-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 40.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 40	A-AFFY-44	P-MTAB-1068	A7_SS331441_HG-U133_Plus_2_HCHP-174008_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	A7_SS331441_HG-U133_Plus_2_HCHP-174008_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A7	ICDO: 44	ATCC	Skin	NCI Thesaurus
A7 - Replicate 2	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-2500	P-MTAB-1063	A7 - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A7-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 41.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 41	A-AFFY-44	P-MTAB-1068	A7_SS331442_HG-U133_Plus_2_HCHP-174009_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	A7_SS331442_HG-U133_Plus_2_HCHP-174009_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A7	ICDO: 44	ATCC	Skin	NCI Thesaurus
A7 - Replicate 1	Cell	The MGED Ontology	Skin	NCI Thesaurus	Homo sapiens	Melanoma	NCI Thesaurus	ICDO: 44	ATCC	CatalogNumber: CRL-2500	P-MTAB-1063	A7 - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	A7-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 42.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 42	A-AFFY-44	P-MTAB-1068	A7_SS331443_HG-U133_Plus_2_HCHP-174010_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	A7_SS331443_HG-U133_Plus_2_HCHP-174010_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Melanoma	NCI Thesaurus	A7	ICDO: 44	ATCC	Skin	NCI Thesaurus
ACHN - Replicate 3	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1611	P-MTAB-1063	ACHN - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ACHN-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 43.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 43	A-AFFY-44	P-MTAB-1068	ACHN_SS271877_HG-U133_Plus_2_HCHP-170289_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	ACHN_SS271877_HG-U133_Plus_2_HCHP-170289_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	ACHN	ICDO: 64	ATCC	Kidney	NCI Thesaurus
ACHN - Replicate 2	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1611	P-MTAB-1063	ACHN - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ACHN-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 44.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 44	A-AFFY-44	P-MTAB-1068	ACHN_SS271878_HG-U133_Plus_2_HCHP-170290_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	ACHN_SS271878_HG-U133_Plus_2_HCHP-170290_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	ACHN	ICDO: 64	ATCC	Kidney	NCI Thesaurus
ACHN - Replicate 1	Cell	The MGED Ontology	Kidney	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 64	ATCC	CatalogNumber: CRL-1611	P-MTAB-1063	ACHN - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	ACHN-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 45.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 45	A-AFFY-44	P-MTAB-1068	ACHN_SS271879_HG-U133_Plus_2_HCHP-170291_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	ACHN_SS271879_HG-U133_Plus_2_HCHP-170291_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	ACHN	ICDO: 64	ATCC	Kidney	NCI Thesaurus
AGS - Replicate 3	Cell	The MGED Ontology	Stomach	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 16	ATCC	CatalogNumber: CRL-1739	P-MTAB-1063	AGS - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AGS-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 46.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 46	A-AFFY-44	P-MTAB-1068	AGS_SS331445_HG-U133_Plus_2_HCHP-174011_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AGS_SS331445_HG-U133_Plus_2_HCHP-174011_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AGS	ICDO: 16	ATCC	Stomach	NCI Thesaurus
AGS - Replicate 2	Cell	The MGED Ontology	Stomach	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 16	ATCC	CatalogNumber: CRL-1739	P-MTAB-1063	AGS - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AGS-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 47.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 47	A-AFFY-44	P-MTAB-1068	AGS_SS331446_HG-U133_Plus_2_HCHP-174012_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AGS_SS331446_HG-U133_Plus_2_HCHP-174012_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AGS	ICDO: 16	ATCC	Stomach	NCI Thesaurus
AGS - Replicate 1	Cell	The MGED Ontology	Stomach	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 16	ATCC	CatalogNumber: CRL-1739	P-MTAB-1063	AGS - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AGS-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 48.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 48	A-AFFY-44	P-MTAB-1068	AGS_SS331447_HG-U133_Plus_2_HCHP-174013_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AGS_SS331447_HG-U133_Plus_2_HCHP-174013_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AGS	ICDO: 16	ATCC	Stomach	NCI Thesaurus
AN3CA - Replicate 3	Cell	The MGED Ontology	Uterus	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 55	ATCC	CatalogNumber: HTB-111	P-MTAB-1063	AN3CA - Replicate 3	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AN3CA-Replicate 3	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 49.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 49	A-AFFY-44	P-MTAB-1068	AN3_CA_SS331353_HG-U133_Plus_2_HCHP-174014_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AN3_CA_SS331353_HG-U133_Plus_2_HCHP-174014_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AN3CA	ICDO: 55	ATCC	Uterus	NCI Thesaurus
AN3CA - Replicate 2	Cell	The MGED Ontology	Uterus	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 55	ATCC	CatalogNumber: HTB-111	P-MTAB-1063	AN3CA - Replicate 2	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AN3CA-Replicate 2	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 50.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 50	A-AFFY-44	P-MTAB-1068	AN3_CA_SS331354_HG-U133_Plus_2_HCHP-174015_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AN3_CA_SS331354_HG-U133_Plus_2_HCHP-174015_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AN3CA	ICDO: 55	ATCC	Uterus	NCI Thesaurus
AN3CA - Replicate 1	Cell	The MGED Ontology	Uterus	NCI Thesaurus	Homo sapiens	Carcinoma	NCI Thesaurus	ICDO: 55	ATCC	CatalogNumber: HTB-111	P-MTAB-1063	AN3CA - Replicate 1	cDNA	The MGED Ontology	P-MTAB-1064	P-MTAB-1065	AN3CA-Replicate 1	cRNA	The MGED Ontology	P-MTAB-1066	Labeled Extract 51.biotin	biotin	NCI Thesaurus	P-MTAB-1067	Hybridization 51	A-AFFY-44	P-MTAB-1068	AN3_CA_SS331355_HG-U133_Plus_2_HCHP-174016_.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.raw.2.zip	P-MTAB-1069	AN3_CA_SS331355_HG-U133_Plus_2_HCHP-174016_.mas5.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-37/E-MTAB-37.processed.1.zip	Carcinoma	NCI Thesaurus	AN3CA	ICDO: 55	ATCC	Uterus	NCI Thesaurus
